id,en_question,score,true_answer,pred_answer,reason
Ne-ar-16,"When is the weekend in China (e.g. Monday, Tuesday)?",5,"['sunday', 'saturday']",The weekend in China is Saturday and Sunday.,The predicted answer 'Saturday and Sunday' matches the true answers 'sunday' and 'saturday' after case-insensitive comparison.
Ne-ar-17,"At what time do most people start work in China? (Provide in HH:MM format (e.g., 18:00, 09:00).)",5,"['09:00', '10:00', '08:00']",09:00,The predicted answer '09:00' matches one of the true answers exactly.
Ne-ar-18,"At what time do most people finish work in China? (Provide in HH:MM format (e.g., 18:00, 09:00).)",5,"['20:00', '18:00', '17:30', '18:30']",17:30,The predicted answer '17:30' matches one of the true answers exactly.
Ne-ar-20,What is considered to be a secure job in China?,4,"['civil servant', 'teacher', 'lawyer', 'doctor', 'state-owned enterprise job']","Government jobs are often considered to be relatively secure in China due to their stability and close ties with the government. However, this does not guarantee absolute job security as it may vary by sector and individual circumstances.","The predicted answer 'government jobs' is very similar to 'civil servant' and 'state-owned enterprise job', which are both types of government-related employment. However, it does not explicitly mention other secure jobs like 'teacher', 'lawyer', or 'doctor'."
Ne-ar-24,Which city is the primary commercial hub in China?,5,"['beijing', 'guangzhou', 'shanghai']",Shanghai,The predicted answer 'Shanghai' matches one of the true answers exactly.
Ne-ar-25,What is the industry that pays the best in China?,4,"['internet', 'it', 'banker', 'lawyer', 'medical', 'finance']","The industry that pays the best in China varies over time and can be influenced by various factors such as market demand, skill level, and regional development. Generally, tech companies like tech giants like Huawei, Tencent, and Alibaba, as well as finance (e.g., investment banks), and consulting offer higher salaries. However, this information is subject to change and may not be applicable to all individuals or locations.","The predicted answer mentions tech companies and finance, which align with 'internet', 'IT', and 'finance' from the true answers. However, it does not explicitly mention 'banker', 'lawyer', or 'medical', and the answer is more general, so it is very similar but not identical."
Ne-ar-26,What is the most famous public corporation in China?,5,"['moutai', 'alibaba']",The most famous public corporation in China is Alibaba Group.,The predicted answer 'Alibaba Group' matches one of the true answers 'alibaba' under case-insensitive comparison.
Ne-ar-31,What is the most famous dish in China?,5,"['kung pao chicken', 'hot pot', 'mapo tofu', 'peking duck', 'goubuli baozi', 'peking roast duck', 'tomato scrambled eggs', 'goubuli bun']",Peking Roast Duck.,The predicted answer 'Peking Roast Duck' matches the true answer 'peking roast duck' under case-insensitive comparison.
Ne-ar-32,What do people usually have for breakfast in China?,5,"['porridge', 'soy milk', 'milk cereal', 'noodles', 'cooked wheaten food', 'egg-filled pancake', 'ried dough sticks', 'pasta']","Noodles, congee, porridge, steamed buns, or fried rice are commonly consumed for breakfast in China, depending on the region and local preferences.","The predicted answer includes 'noodles' and 'porridge', which match the true answers exactly. Additionally, 'steamed buns' and 'fried rice' are common breakfast items in China, aligning with the context of the true answers."
Ne-ar-33,"When do people usually have lunch in China? (Provide in HH:MM format (e.g., 18:00, 09:00).)",5,"['12:00', '11:40', '13:00', '12:30']",12:00,The predicted answer '12:00' matches one of the true answers exactly.
Ne-ar-34,What is typically indispensable in meals in China?,5,"['salt', 'noodles', 'staple food', 'rice']",Rice,The predicted answer 'Rice' matches one of the true answers 'rice' under case-insensitive comparison.
Ne-ar-36,What is a typical festive meal in China?,4,"['fish', 'dumplings', 'may there be surpluses every year (fish)', 'hot pot', 'chicken', 'manchu han imperial feast']","A typical festive meal in China often includes dishes such as Peking Roast Duck, dumplings (jiaozi), fish (often steamed or fried, symbolizing abundance), sweet and sour pork, hot pot, and a variety of vegetables and rice. Additionally, there may be a whole fish served as a symbol of prosperity, and dessert like mooncakes during the Mid-Autumn Festival.","The predicted answer includes several items that match the true answers after normalization and lemmatization, such as 'fish', 'dumplings', and 'hot pot'. However, it also includes additional items not mentioned in the true answers, and some true answers like 'chicken' and 'manchu han imperial feast' are missing. The predicted answer is very similar but not identical to the true answers."
Ne-ar-37,Which fruit do people usually offer tourists/visitors from abroad in China?,1,"['watermelon', 'apple', 'grape', 'orange']",答案：Dragon Fruit,"The predicted answer 'Dragon Fruit' is unrelated to the true answers 'watermelon', 'apple', 'grape', and 'orange'. There is no semantic similarity or sub-category relationship between the predicted answer and the true answers."
Ne-ar-38,Which food do people usually offer as charity in China?,2,"['instant noodles', 'meat']",Rice,"The predicted answer 'Rice' is weakly related to the true answers 'instant noodles' and 'meat'. While rice is a staple food in China and could be offered as charity, it does not match the specific items listed in the true answers."
Ne-ar-39,What is the cheapest fast food in China?,3,"['rice bowl', 'steamed bun', 'noodles', 'rice with toppings', 'shaxian delicacies']","It is difficult to determine the cheapest fast food in China as prices can vary depending on location, brand, and regional preferences. Generally, street food like Jianbing (Chinese crepe), Baozi (steamed buns), and Yangrou Chafa (羊肉泡馍) can be considered relatively affordable compared to chain restaurants. However, without specific data or a current price comparison, I cannot provide an exact answer.","The predicted answer mentions 'steamed buns', which matches 'steamed bun' from the true answers after singular/plural normalization. However, the rest of the items mentioned in the predicted answer do not match the true answers. The answer is somewhat related as it discusses affordable street food options in China."
Ne-ar-43,What do people usually have with tea in China?,5,"['preserved fruit', 'dim sum', 'fruits', 'sunflower seeds', 'seeds', 'cookies', 'biscuit', 'melon seeds', 'snacks', 'fruit', 'candied fruit']",People usually have tea in China with snacks or dim sum.,"The predicted answer 'snacks or dim sum' includes 'dim sum' and 'snacks', both of which match the true answers after normalization and lemmatization."
